,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),True Interceptions_p90 (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),Average Shot Distance (yards) (possession_p90),npxG_p90 (possession_p90),npxG/Shot (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Shots Blocked_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
826,826,827.0,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29.0,1993.0,32.2,2.3,1.3,1.09,1.06,0.16,0.71,1.99,1.27,20.71,6.86,7.92,9.69,3.11,2.08,0.43,0.0,1.65,1.83,4.13,1.86,0.0,4.38,1.71,1.34,0.0,0.09,0.12,0.09,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.0,0.0,1.09,2.24,0.03,0.28,1.83,1.3,0.0,0.0,0.0,11.09,2.89,1.61,39.81,48.57,726.49,193.17,17.48,20.59,16.71,19.32,4.94,6.99,0.06,0.04,0.02,0.59,3.94,0.47,0.06,4.32,48.57,47.86,0.71,0.5,0.09,10.75,0.9,0.28,0.03,0.0,0.0,0.0,35.19,5.96,7.42,7.39,36.09,2.73,0.16,0.03,39.81,0.28,0.4,1.52,1.09,90.0,2.65,0.98,2.91,0.92,0.13,0.69,0.1,0.05,1.57,1.37,0.2,-0.01,1.29,1.38,-0.09,-0.01,61.86,3.07,16.52,36.15,12.48,1.68,61.3,0.93,1.55,1.06,0.0,41.83,181.49,92.48,3.57,0.96,0.09,0.87,1.86,45.71,40.78,2.24,254.0,7.8900000000000015,0.59,3.94,0.47,4.32,0.04,5.43,5.77,3.91,0.12,1.43,0.5,15.0,0.17,0.12,20.71,6.86,0.43,64.1,35.9,4.38,0.12,1.43,0.5,0.0,0.01,0.47,0.0,0.0,0.0,0.18,0.17,0.0,-0.06,-0.05,Defensive Midfield
1157,1157,1158.0,Wayne Hennessey,WAL,GK,Burnley,Premier League,35.0,1987.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,20.0,40.0,1059.5,925.0,0.5,0.5,4.0,4.0,15.5,35.5,0.0,0.05,-0.05,1.5,2.5,0.0,0.0,0.0,40.0,21.5,18.5,8.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,33.5,4.0,30.0,0.0,0.0,4.0,20.0,0.5,1.5,0.0,0.0,89.79,7.45,0.85,15.74,0.43,1.7,3.4,1.7,0.07,0.85,2.13,-1.28,-0.09,0.81,1.57,-0.77,0.05,43.5,34.5,41.5,2.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,13.0,79.0,63.5,0.0,0.0,0.0,0.0,0.0,11.5,11.5,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
902,902,903.0,Wesley Fofana,FRA,DF,Leicester City,Premier League,21.0,2000.0,7.0,1.43,0.71,1.29,0.14,0.0,1.0,1.29,0.29,8.0,3.14,5.43,2.57,0.0,0.86,0.29,0.0,0.57,2.29,3.71,4.0,0.14,4.1,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.0,0.0,1.29,1.14,0.0,0.0,2.29,0.71,0.0,0.0,0.0,10.86,3.29,1.71,64.57,72.0,1396.29,340.0,15.43,16.43,36.43,39.14,12.0,14.86,0.0,0.0,0.0,0.29,3.43,0.0,0.0,2.14,72.0,70.57,1.43,1.14,0.0,8.14,0.57,0.0,0.0,0.0,0.0,0.0,60.0,4.0,8.0,6.71,59.57,3.0,0.29,0.0,64.57,0.0,1.14,1.29,0.57,90.83,22.5,0.83,52.5,0.0,2.5,12.5,16.67,1.67,0.83,0.83,0.0,-0.38,2.08,1.0,1.08,0.55,81.29,10.71,44.29,40.57,2.43,0.71,79.86,0.29,0.29,0.29,0.0,59.0,405.29,234.43,5.0,0.71,0.0,0.14,0.57,60.71,59.86,0.14,50.0,7.1400000000000015,0.29,3.43,0.0,2.14,0.0,1.66,6.15,3.15,0.0,0.43,0.14,8.0,0.03,0.08,8.0,3.14,0.29,65.7,77.8,4.1,0.0,0.43,0.14,0.0,0.0,1.14,0.0,0.0,0.0,0.03,0.03,0.01,-0.03,-0.03,Centre-Back
1833,1833,1834.0,Wesley Moraes,BRA,FW,Aston Villa,Premier League,25.0,1996.0,0.0,,,,,,,,,inf,inf,inf,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inf,,,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,inf,inf,inf,,,,inf,,,,,,,,inf,inf,,,,,,inf,,,,,90.23,3.01,0.92,4.57,0.4,0.81,1.27,0.17,0.07,0.81,1.21,-0.4,-0.04,1.13,1.06,0.07,0.01,inf,,,inf,inf,,inf,,,,,inf,,,,,,inf,,inf,inf,inf,1.0,,,,,inf,,,,,,,,0.0,,0.0,inf,inf,,50.0,0.0,,,,,,,,,,,,,,,,Centre-Forward
2353,2353,2354.0,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27.0,1995.0,7.3,1.1,0.55,0.14,0.82,0.14,0.27,0.82,0.55,20.41,4.66,1.51,11.92,6.99,0.82,0.14,0.0,0.68,0.55,1.64,0.0,0.0,1.68,3.97,2.88,0.0,0.41,0.41,0.27,0.0,0.68,0.27,0.0,0.0,0.27,0.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.0,0.0,2.47,0.68,0.41,2.05,0.55,0.55,0.14,0.0,0.0,3.56,0.27,1.23,23.42,32.05,407.4,98.63,11.64,13.7,8.9,11.92,2.19,4.38,0.0,0.11,-0.11,1.92,1.92,0.82,0.0,3.84,32.05,31.1,0.96,0.27,0.0,5.89,0.68,2.05,0.0,0.0,0.0,0.0,22.47,4.11,5.48,9.59,21.23,0.41,0.55,0.27,23.42,0.27,0.68,1.64,1.23,,,,,,,,inf,,,,,,,,,,42.88,0.0,2.33,24.38,20.27,5.62,41.92,1.37,2.19,1.37,0.0,29.18,173.01,114.11,6.85,1.92,1.1,2.47,1.1,45.89,35.34,7.12,78.0,10.69,1.92,1.92,0.82,3.84,0.11,8.2,15.97,1.37,0.68,3.56,1.37,13.7,0.53,0.15,20.41,4.66,0.14,18.2,33.3,1.68,0.68,3.56,1.37,0.03,0.07,1.88,0.0,0.0,0.0,0.53,0.53,0.02,0.15,0.15,Centre-Forward
1734,1734,1735.0,Weston McKennie,USA,MF,Juventus,Serie A,23.0,1998.0,15.2,1.91,1.12,0.86,0.66,0.39,0.53,1.38,0.86,18.36,5.86,6.91,7.76,3.68,1.71,0.39,0.0,1.32,1.64,3.55,1.12,0.0,4.01,2.24,1.91,0.13,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.0,0.0,1.25,0.33,0.0,1.12,1.64,1.12,0.0,0.0,0.0,6.51,1.78,1.91,29.14,37.96,496.58,131.45,15.26,18.68,10.33,13.42,2.83,3.75,0.0,0.08,-0.08,1.18,2.37,0.86,0.13,2.5,37.96,35.53,2.43,0.26,0.07,6.51,0.86,1.12,0.07,0.0,0.07,0.0,25.0,6.38,6.58,6.38,25.99,1.97,2.04,0.33,29.14,0.07,0.53,2.3,1.32,88.95,14.74,0.79,18.95,0.0,0.79,10.53,0.79,0.18,1.84,2.11,-0.26,0.08,1.82,1.82,0.0,0.05,49.74,1.91,10.59,24.14,17.43,3.82,47.3,0.66,1.12,0.79,0.13,27.3,135.79,76.58,4.21,1.18,0.53,1.51,1.25,41.05,32.57,6.12,102.0,6.71,1.18,2.37,0.86,2.5,0.08,4.29,8.46,3.35,0.2,1.51,0.33,15.3,0.15,0.1,18.36,5.86,0.39,48.2,38.1,4.01,0.2,1.51,0.33,0.01,0.04,1.01,0.0,0.0,0.0,0.15,0.15,0.01,0.05,0.05,Central Midfield
1907,1907,1908.0,Wilfred Ndidi,NGA,"MF,DF",Leicester City,Premier League,25.0,1996.0,18.0,3.89,2.61,2.17,1.56,0.17,1.17,2.61,1.44,22.78,7.61,8.61,11.89,2.28,1.78,0.33,0.0,1.44,2.5,6.39,3.83,0.0,7.06,0.78,0.5,0.0,0.0,0.17,0.06,0.06,0.11,0.06,0.0,0.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.0,0.0,1.89,1.44,0.06,0.11,2.5,2.61,0.0,0.11,0.0,13.83,3.11,1.89,42.06,51.06,737.22,181.83,19.33,22.44,18.22,20.56,3.72,5.78,0.0,0.0,0.0,0.0,2.06,0.22,0.0,2.89,51.06,49.83,1.22,1.11,0.0,9.17,1.0,0.11,0.0,0.0,0.0,0.0,37.83,5.61,7.61,5.61,40.33,2.89,0.11,0.17,42.06,0.11,0.89,1.33,1.11,89.91,3.01,1.0,3.61,0.37,0.37,1.28,0.0,0.07,1.69,1.23,0.46,0.05,1.56,1.45,0.11,0.02,65.56,5.72,23.44,36.39,8.33,1.0,64.44,0.39,0.56,0.39,0.0,38.17,163.5,65.78,2.28,0.56,0.06,1.0,0.78,38.89,37.11,0.67,93.0,5.17,0.0,2.06,0.22,2.89,0.0,3.44,3.48,4.28,0.0,0.83,0.22,18.0,0.06,0.07,22.78,7.61,0.33,62.2,44.7,7.06,0.0,0.83,0.22,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.06,0.0,-0.06,-0.06,Defensive Midfield
2499,2499,2500.0,Wilfried Singo,CIV,DF,Torino,Serie A,21.0,2000.0,29.0,1.79,0.79,0.86,0.66,0.28,0.72,1.1,0.38,12.07,3.17,3.79,5.1,3.17,1.34,0.21,0.0,1.14,1.31,3.1,1.55,0.0,3.64,1.83,1.41,0.0,0.1,0.14,0.1,0.07,0.21,0.21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.03,0.0,1.66,2.21,0.28,2.28,1.31,0.79,0.0,0.0,0.0,8.69,2.0,1.21,37.21,48.38,667.28,235.24,16.31,18.69,16.79,20.97,3.52,6.41,0.14,0.08,0.06,0.83,1.83,1.28,0.52,3.41,48.38,39.28,9.1,0.45,0.03,5.45,0.83,2.28,0.0,0.0,0.0,0.0,27.97,11.38,9.03,3.38,33.41,1.52,8.66,0.14,37.21,0.21,0.69,1.86,2.14,90.56,6.11,0.28,25.0,0.28,3.89,4.72,1.67,0.44,1.67,1.11,0.56,-0.18,1.69,0.75,0.94,0.07,61.72,2.38,11.83,29.48,24.66,2.83,52.86,1.41,2.97,1.76,0.1,39.45,196.93,107.59,5.07,1.72,0.69,1.79,1.38,42.0,36.83,1.9,246.0,8.48,0.83,1.83,1.28,3.41,0.08,4.58,8.21,2.6500000000000004,0.1,1.41,0.24,14.8,0.09,0.07,12.07,3.17,0.21,62.4,65.6,3.64,0.1,1.41,0.24,0.0,0.01,0.51,0.0,0.0,0.0,0.09,0.09,0.0,0.01,0.01,Right-Back
2881,2881,2882.0,Wilfried Zaha,CIV,FW,Crystal Palace,Premier League,29.0,1992.0,30.7,1.56,1.14,0.49,0.72,0.36,0.29,0.91,0.62,20.1,5.6,4.46,9.9,5.73,0.88,0.0,0.0,0.88,0.78,2.35,0.13,0.0,2.48,3.39,2.38,0.0,0.46,0.26,0.26,0.03,0.39,0.2,0.0,0.1,0.07,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.03,0.03,1.34,4.04,0.81,1.6,0.78,1.14,0.03,0.0,0.0,6.91,0.62,1.69,24.4,31.43,395.77,109.93,12.7,15.31,9.06,11.21,2.08,3.06,0.03,0.16,-0.12,1.43,1.24,2.12,0.49,3.78,31.43,30.52,0.91,0.2,0.03,7.33,0.46,1.6,0.07,0.0,0.0,0.0,25.28,3.19,2.96,3.13,26.45,0.62,0.52,0.26,24.4,0.1,0.26,1.73,1.4,90.06,2.74,1.02,2.74,0.98,0.0,0.0,0.12,0.06,1.85,0.86,0.98,-0.03,1.55,0.8,0.74,0.0,49.93,0.49,5.34,24.27,25.34,5.02,49.06,2.38,4.56,2.54,0.29,42.87,214.95,126.68,7.46,2.51,1.66,3.55,4.59,55.9,37.85,7.59,345.0,11.24,1.43,1.24,2.12,3.78,0.16,7.75,14.94,1.66,0.46,2.02,0.85,18.5,0.13,0.06,20.1,5.6,0.0,26.8,32.1,2.48,0.46,2.02,0.85,0.0,0.01,0.6,0.0,0.16,0.23,0.31,0.13,0.0,0.15,0.16,Left Winger
1209,1209,1210.0,Will Hughes,ENG,MF,Crystal Palace,Premier League,27.0,1995.0,11.7,2.48,1.28,0.77,1.45,0.26,0.6,1.62,1.03,18.12,4.79,6.07,10.34,1.71,2.14,0.6,0.0,1.54,1.88,4.36,1.2,0.0,4.6,1.71,1.03,0.26,0.0,0.0,0.17,0.26,0.26,0.09,0.09,0.0,0.0,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.0,0.0,2.05,1.71,0.0,0.77,1.88,1.28,0.09,0.09,0.0,10.26,1.62,1.71,36.58,44.7,675.81,149.66,15.73,17.95,15.9,17.52,4.27,7.44,0.09,0.06,0.03,0.68,2.65,0.6,0.26,2.05,44.7,41.37,3.33,1.2,0.09,7.18,1.54,0.77,1.97,1.45,0.43,0.0,30.51,5.38,8.8,34.1,7.09,1.97,0.09,0.09,36.58,0.0,0.26,0.68,1.03,80.0,80.0,0.0,0.0,0.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,4.65,0.5,0.0,0.0,6.1,55.47,2.74,15.04,30.85,12.39,0.51,52.22,0.51,1.11,0.6,0.0,32.65,142.31,67.18,2.91,1.03,0.0,0.68,0.94,34.7,32.22,0.77,58.0,4.96,0.68,2.65,0.6,2.05,0.06,2.8,5.25,4.02,0.0,0.51,0.0,21.3,0.02,0.03,18.12,4.79,0.6,48.7,36.8,4.6,0.0,0.51,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,Central Midfield
988,988,989.0,Willem Geubbels,FRA,"FW,MF",Nantes,Ligue 1,20.0,2001.0,6.0,1.17,0.67,0.5,0.5,0.17,0.33,1.33,1.0,20.17,3.17,3.67,9.5,7.0,1.33,0.0,0.0,1.33,1.0,2.17,0.67,0.0,1.54,0.67,0.5,0.0,0.0,0.0,0.0,0.17,0.33,0.17,0.0,0.0,0.0,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.0,0.0,1.83,0.67,0.67,1.17,1.0,0.67,0.0,0.0,0.0,3.17,1.5,3.17,16.67,23.67,247.5,47.33,9.33,11.5,6.17,7.83,0.67,2.33,0.17,0.23,-0.07,0.5,0.83,0.0,0.0,0.5,23.67,22.83,0.83,0.33,0.17,5.5,0.67,1.17,0.0,0.0,0.0,0.0,17.83,2.17,3.67,2.33,18.67,1.83,0.0,0.0,16.67,0.33,0.33,1.17,1.0,90.21,4.28,1.02,4.55,0.86,0.11,1.82,0.21,0.04,1.12,1.66,-0.53,-0.01,1.06,1.62,-0.56,-0.0,36.0,1.0,5.5,17.67,15.83,4.33,35.17,0.83,2.83,0.83,0.17,22.83,131.83,80.0,5.0,1.0,1.5,1.67,1.67,39.33,26.83,5.17,33.0,5.5,0.5,0.83,0.0,0.5,0.23,1.5,13.89,2.33,0.33,2.17,0.5,15.4,0.28,0.13,20.17,3.17,0.0,32.1,25.0,1.54,0.33,2.17,0.5,0.02,0.11,2.57,0.0,0.0,0.0,0.28,0.28,0.02,0.05,0.05,Left Winger
1998,1998,1999.0,Willi Orban,HUN,DF,RB Leipzig,Bundesliga,29.0,1992.0,29.4,0.99,0.48,0.41,0.54,0.03,0.27,0.71,0.44,7.76,3.13,3.98,3.44,0.34,2.21,0.88,0.0,1.33,1.84,2.82,5.41,0.07,3.71,0.48,0.41,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.51,1.05,0.1,0.07,1.84,0.48,0.0,0.0,0.0,10.78,3.98,2.38,61.26,68.03,1261.56,335.99,17.01,18.37,35.78,38.33,8.13,10.51,0.03,0.03,0.01,0.14,3.1,0.2,0.03,3.2,68.03,65.88,2.14,1.77,0.0,6.7,0.71,0.07,0.0,0.0,0.0,0.0,55.14,4.97,7.93,8.61,53.5,3.23,0.17,0.54,61.26,0.1,0.34,0.88,0.51,90.05,3.09,1.01,3.82,0.39,0.39,1.26,0.0,0.06,1.16,1.69,-0.53,-0.0,1.14,1.7,-0.55,0.0,80.2,9.29,43.06,39.76,2.82,1.53,78.23,0.2,0.27,0.2,0.0,51.46,290.85,156.84,3.57,0.2,0.0,0.31,0.07,56.09,55.31,0.17,199.0,6.77,0.14,3.1,0.2,3.2,0.03,2.61,4.45,4.05,0.07,0.88,0.31,10.3,0.09,0.11,7.76,3.13,0.88,62.6,38.1,3.71,0.07,0.88,0.31,0.0,0.01,0.35,0.0,0.0,0.0,0.09,0.09,0.0,-0.02,-0.02,Centre-Back
475,475,476.0,William Carvalho,POR,MF,Betis,La Liga,30.0,1992.0,20.1,2.39,1.69,0.95,1.34,0.1,0.9,1.89,1.0,14.43,4.38,4.73,8.56,1.14,1.14,0.35,0.0,0.8,1.14,3.53,1.49,0.0,4.24,2.49,2.09,0.0,0.2,0.05,0.05,0.1,0.35,0.15,0.0,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.0,0.0,1.69,1.89,0.0,0.35,1.14,1.69,0.0,0.0,0.0,9.2,1.74,1.84,57.91,65.62,1069.05,272.99,25.52,28.31,23.53,25.52,7.86,9.85,0.15,0.07,0.07,1.04,7.01,1.09,0.0,6.62,65.62,64.63,1.0,0.95,0.15,9.15,1.59,0.35,0.0,0.0,0.0,0.0,51.0,6.17,8.46,10.15,51.94,1.79,0.05,0.55,57.91,0.2,0.75,1.84,1.19,90.0,22.5,1.0,22.5,1.0,0.0,0.0,6.5,0.12,0.75,1.75,-1.0,-0.13,0.68,1.85,-1.18,-0.28,77.36,1.94,13.73,52.39,15.97,2.34,76.67,1.89,2.64,1.94,0.15,58.81,253.08,125.92,4.73,0.85,0.2,0.85,1.34,64.68,59.8,2.34,228.0,11.35,1.04,7.01,1.09,6.62,0.07,5.72,6.11,2.28,0.1,1.64,0.5,15.8,0.15,0.1,14.43,4.38,0.35,48.6,47.4,4.24,0.1,1.64,0.5,0.0,0.01,0.79,0.0,0.0,0.0,0.15,0.15,0.0,-0.05,-0.05,Defensive Midfield
1788,1788,1789.0,William Mikelbrencis,FRA,DF,Metz,Ligue 1,18.0,2004.0,6.8,2.21,1.47,1.18,0.88,0.15,1.03,1.76,0.74,16.03,3.68,6.47,7.94,1.62,1.62,0.59,0.0,1.03,1.62,3.82,0.59,0.0,2.59,1.03,0.44,0.15,0.29,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.76,0.44,0.0,2.21,1.62,1.47,0.0,0.0,0.0,6.03,0.44,1.03,32.5,46.18,566.62,250.44,16.18,19.26,12.94,17.06,2.65,7.94,0.15,0.04,0.1,0.29,2.06,0.44,0.0,3.38,46.18,36.03,10.15,0.59,0.0,6.47,0.74,2.21,0.15,0.0,0.15,0.0,23.68,11.91,10.59,2.94,32.65,0.88,9.41,0.0,32.5,0.15,1.47,2.21,1.91,90.12,5.06,0.84,9.4,0.48,1.33,2.29,0.72,0.19,1.08,2.05,-0.96,-0.12,1.67,2.18,-0.51,-0.09,56.62,2.21,17.5,28.82,15.74,0.88,46.76,0.88,2.35,1.32,0.29,34.12,168.68,101.91,4.85,1.62,0.74,1.62,1.32,38.68,33.38,1.47,56.0,8.23,0.29,2.06,0.44,3.38,0.04,5.2,8.57,3.24,0.0,0.88,0.15,26.2,0.01,0.02,16.03,3.68,0.59,30.0,58.3,2.59,0.0,0.88,0.15,0.0,0.0,3.85,0.0,0.0,0.0,0.01,0.01,0.0,-0.01,-0.01,Right-Back
