Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_p90),TklW_p90 (defense_p90),Def 3rd_p90 (defense_p90),Mid 3rd_p90 (defense_p90),Att 3rd_p90 (defense_p90),Challenges Tkl_p90 (defense_p90),Att_p90 (defense_p90),Lost_p90 (defense_p90),Blocks_p90 (defense_p90),Shots Blocked_p90 (defense_p90),Pass_p90 (defense_p90),Int_p90 (defense_p90),Tkl+Int_p90 (defense_p90),Clr_p90 (defense_p90),Err_p90 (defense_p90),True Interceptions_p90 (defense_p90),Shots Blocked_p90.1 (defense_p90),Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Challenges Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Lost_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),Percent of Dribblers Tackled (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),TO_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types TO_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Aerial Win Rate (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xAG_p90 (passing_p90),xA_p90 (passing_p90),A-xAG_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),Crosses into Penalty Area_p90 (passing_p90),Prog Passes_p90 (passing_p90),Prog Passes_p90 per 50 passes (passing_p90),KP p90 per 50 passes (passing_p90),xA per KP p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),TI_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Tkld_p90 (possession_p90),Carries_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Rec_p90 (possession_p90),PrgR_p90 (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),Average Shot Distance (shooting_p90),Starts_p90 (stats_p90),Min_p90 (stats_p90),Gls_p90 (stats_p90),Ast_p90 (stats_p90),G+A_p90 (stats_p90),G-PK_p90 (stats_p90),PK_p90 (stats_p90),PKatt_p90 (stats_p90),CrdY_p90 (stats_p90),CrdR_p90 (stats_p90),xG_p90 (stats_p90),npxG_p90 (stats_p90),xAG_p90 (stats_p90),npxG+xAG_p90 (stats_p90),PrgC_p90 (stats_p90),PrgP_p90 (stats_p90),Prog Passes Received_p90 (stats_p90),G+A-PK_p90 (stats_p90),xG+xAG_p90 (stats_p90),TMPosition
2050,Nathan Patterson,SCO,"DF,MF",Everton,Premier League,21,2001,14.2,3.45,1.69,2.25,0.92,0.28,2.04,3.73,1.69,1.69,0.28,1.41,1.06,4.51,3.17,0,2.75,0.28,3.45,1.69,2.25,0.92,0.28,2.04,3.73,1.69,1.69,0.28,1.41,1.06,4.51,3.17,0,2.95,54.7,1.41,1.13,0.07,0,0,0.14,0.07,0,0,0,0,0,0,0,0.21,0,0,0.99,0.92,0.07,2.75,1.06,1.69,0,0,0,5.63,0.7,0.85,45.5,34.37,45.7,20,22.18,12.11,16.2,1.55,4.72,0,0.03,0.05,-0.03,0.42,1.48,0.7,0.28,1.69,2.46,0.61,0.12,45.7,35.42,10.21,0.49,0.07,0,2.75,9.65,0.07,0,0,0,34.37,0.07,0.99,90.11,3.75,1.02,4.49,0.28,0.34,1.53,0.4,0.09,1.53,1.42,0.11,0,1.31,1.49,-0.18,-0.01,58.87,5,21.83,20.77,16.76,1.34,58.87,1.69,0.77,0.85,24.58,1.13,0.85,0.21,1.55,0.63,30.35,3.59,1.92,0,0.56,0.07,0,0,0,0,0,0.04,0.04,0,-0.04,-0.04,18.2,0.99,90.07,0,0,0,0,0,0,0.21,0,0.04,0.04,0.03,0.06,1.13,1.69,3.59,0,0,Right-Back
2213,Nathan Redmond,ENG,DF,Southampton,Premier League,29,1994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,inf,,,,,,,,,0,,inf,,,,inf,,,,,,,,,,,,,,,inf,inf,,,,,inf,,,,,,,,,89.87,2.73,1.03,2.73,0.88,0,0,0.03,0.06,1.82,0.88,0.94,-0.01,1.61,1.11,0.5,-0.01,inf,,,,inf,,inf,,,,inf,,,,,,inf,inf,,,,,,,,,,,,,,,0,,inf,,,,,,,,,,,,,,,inf,,,Left Winger
2869,Nathan Zeze,FRA,DF,Nantes,Ligue 1,17,2005,0.7,4.29,2.86,2.86,1.43,0,1.43,1.43,0,0,0,0,0,4.29,1.43,0,0,0,4.29,2.86,2.86,1.43,0,1.43,1.43,0,0,0,0,0,4.29,1.43,0,3.48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,2.86,0,0,0,2.86,1.43,1.43,50,25.71,37.14,5.71,7.14,17.14,24.29,1.43,2.86,0,0,0,0,0,1.43,0,0,0,0,0,,37.14,35.71,1.43,1.43,0,0,0,0,0,0,0,0,25.71,0,0,inf,inf,,,,inf,inf,inf,inf,,,,inf,,,,inf,42.86,1.43,21.43,21.43,0,0,42.86,0,0,0,28.57,0,0,0,0,0,25.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,84.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre-Back
1731,Nathanael Mbuku,FRA,"FW,MF",Reims,Ligue 1,21,2002,0.7,2.86,1.43,2.86,0,0,2.86,2.86,0,0,0,0,0,2.86,0,0,0,0,2.86,1.43,2.86,0,0,2.86,2.86,0,0,0,0,0,2.86,0,0,2.67,100,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2.86,0,1.43,0,0,0,10,0,2.86,0,31.43,38.57,17.14,20,12.86,14.29,0,1.43,0,0,0,0,0,2.86,0,0,4.29,6.82,0,,38.57,35.71,2.86,2.86,0,0,2.86,0,0,0,0,0,31.43,0,2.86,89.93,3,1.03,3,0.62,0,0,0,0.04,1.41,1.69,-0.28,-0.04,1.48,1.56,-0.08,-0.01,52.86,2.86,10,24.29,20,2.86,52.86,2.86,1.43,1.43,42.86,5.71,2.86,2.86,2.86,1.43,37.14,8.57,10.8,0,2.86,0,0,0,0,0,0,0.14,0.14,0.06,-0.14,-0.14,21,0,94.29,0,0,0,0,0,0,0,0,0.14,0.14,0,0.14,5.71,4.29,8.57,0,0.17,Left Winger
518,Nathaniel Chalobah,ENG,MF,Fulham,Premier League,28,1994,0.1,10,10,10,0,0,10,10,0,0,0,0,0,10,20,0,0,0,10,10,10,0,0,10,10,0,0,0,0,0,10,20,0,9.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,10,0,0,0,0,10,20,33.3,40,50,20,20,20,20,0,0,0,0,0,0,0,10,0,0,0,0,0,,50,50,0,0,0,0,0,0,0,0,0,0,40,0,0,90.34,6.1,0.68,10,0,1.86,4.58,0.51,0.43,3.22,1.19,2.03,0.18,2.19,1.42,0.75,-0.02,110,40,50,30,30,10,110,0,0,0,60,0,10,0,10,10,80,0,0,0,10,10,0,0,0,0,0,1,1,0.9,-1,-1,10.1,10,120,0,0,0,0,0,0,0,10,1,1,0,1,0,0,0,0,7.1,Defensive Midfield
557,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,32,1991,18.2,1.48,0.88,0.71,0.49,0.27,0.77,1.26,0.49,1.21,0.22,0.99,1.04,2.53,1.87,0,2.25,0.22,1.48,0.88,0.71,0.49,0.27,0.77,1.26,0.49,1.21,0.22,0.99,1.04,2.53,1.87,0,2.07,60.9,0.99,0.88,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.16,0,0,0.55,0.44,0,1.15,1.04,0.88,0,0,0,4.45,0.33,0.99,25,35.93,45.71,18.74,21.21,15.55,19.01,1.32,4.01,0,0.04,0.03,-0.04,0.38,2.8,0.33,0.27,2.86,3.98,0.53,0.08,45.71,37.03,8.57,0.38,0,0.16,1.15,8.19,0,0,0,0,35.93,0.11,0.66,89.96,2.88,1.05,3.07,0.52,0.11,1.5,0,0.06,1.16,1.05,0.11,0,1.24,1.3,-0.06,-0.01,53.35,2.42,17.2,26.1,10.22,0.16,53.35,0.66,0.27,0.27,23.24,0.77,0.55,0.05,0.66,0.16,29.18,1.59,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,90.11,0,0,0,0,0,0,0.16,0,0,0,0.04,0.04,0.77,2.86,1.59,0,0,Right-Back
2115,Nathaniel Phillips,ENG,DF,Liverpool,Premier League,26,1997,0.7,2.86,1.43,0,2.86,0,2.86,2.86,0,0,0,0,2.86,5.71,1.43,0,2.86,0,2.86,1.43,0,2.86,0,2.86,2.86,0,0,0,0,2.86,5.71,1.43,0,8.52,100,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,2.86,1.43,0,0,0,20,5.71,0,100,101.43,117.14,45.71,48.57,38.57,41.43,12.86,20,0,0,0,0,0,10,0,0,12.86,6.34,0,,117.14,114.29,2.86,2.86,0,2.86,0,0,0,0,0,0,101.43,0,0,90,23.33,0,0,0,6.67,23.33,13.33,2.92,0,0,0,0.4,1.17,0.67,0.33,1.08,127.14,4.29,37.14,90,2.86,1.43,127.14,0,0,0,98.57,0,1.43,0,2.86,0,85.71,0,0,0,1.43,0,0,0,0,0,0,0,0,0.06,0,0,10.8,1.43,94.29,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86,0,0,0.09,Centre-Back
36,Nayef Aguerd,MAR,DF,West Ham,Premier League,27,1996,17.7,1.53,1.02,1.02,0.45,0.06,0.73,1.13,0.4,1.47,1.36,0.11,1.02,2.54,4.46,0.11,2.49,1.36,1.53,1.02,1.02,0.45,0.06,0.73,1.13,0.4,1.47,1.36,0.11,1.02,2.54,4.46,0.11,1.59,65,0.79,0.68,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0.23,0,0,0.45,0.45,0.11,0,1.02,1.02,0,0.06,0,5.93,1.81,1.75,50.8,33.84,43.11,12.66,13.79,16.21,18.93,4.63,9.55,0,0.03,0.02,-0.03,0.34,2.09,0.23,0,1.41,2.08,0.5,0.06,43.11,40.85,2.03,1.64,0,1.19,0,0,0,0,0,0,33.84,0.23,0.28,,,,,,,,inf,,,,,,,,,,53.62,9.1,31.81,20.23,1.98,1.3,53.62,0.34,0.23,0,29.55,0.11,0.06,0,0.45,0.4,31.86,0.23,0.21,0.11,0.68,0.11,0.01,0.06,0,0,0,0.12,0.12,0.01,-0.01,-0.01,9.9,0.96,90.11,0.11,0,0.11,0.11,0,0,0.23,0,0.12,0.12,0.03,0.15,0.11,1.41,0.23,0.01,0.01,Centre-Back
1708,Neal Maupay,FRA,FW,Everton,Premier League,26,1996,12.4,0.89,0.4,0.24,0.32,0.32,0.16,0.32,0.16,0.65,0,0.65,0.4,1.29,0,0,1.05,0,0.89,0.4,0.24,0.32,0.32,0.16,0.32,0.16,0.65,0,0.65,0.4,1.29,0,0,0.84,50,1.45,0.97,0,0.08,0.16,0.24,0,0.08,0.08,0,0,0,0,0,0.32,0,0,1.13,1.69,0.08,0.24,0.4,0.4,0,0,0,2.1,1.21,3.87,23.8,15.32,20.4,10.08,12.18,3.95,5.08,0.56,0.73,0,0.05,0.02,-0.05,0.56,0.65,0.16,0,0.89,2.9,1.83,0.04,20.4,17.9,2.42,0.08,0,0.08,0.24,0.16,0,0,0,0,15.32,0.08,0.81,89.8,5.94,0.99,8.51,0.79,0.5,0.89,0.59,0.2,1.39,0.89,0.5,-0.03,1.71,0.86,0.85,0.01,31.21,0.08,2.18,13.87,15.65,3.95,31.21,1.53,0.56,0.97,17.66,0.65,0.56,0.24,3.06,1.29,22.58,4.92,2.08,0.08,2.58,1.05,0,0.01,0,0,0,0.39,0.39,0.01,-0.31,-0.31,14.3,0.89,90.16,0.08,0,0.08,0.08,0,0,0.32,0,0.39,0.39,0.05,0.44,0.65,0.89,4.92,0.01,0.03,Centre-Forward
2801,Neco Williams,WAL,DF,Nott'ham Forest,Premier League,22,2001,20.9,3.44,2.25,2.34,0.81,0.29,1.82,3.4,1.58,1.58,0.38,1.2,1.58,5.02,2.3,0,3.16,0.38,3.44,2.25,2.34,0.81,0.29,1.82,3.4,1.58,1.58,0.38,1.2,1.58,5.02,2.3,0,2.25,53.5,1.87,1.1,0.19,0.19,0.1,0.14,0.14,0.1,0.05,0,0,0.05,0,0,0.33,0,0,1.58,1.29,0.1,4.26,1.58,2.25,0.05,0,0,6.08,0.81,1.29,38.6,25.5,40.19,12.15,14.69,9.38,13.68,3.25,8.47,0,0.07,0.06,-0.07,0.72,1.39,0.67,0.43,1.58,3.1,1.41,0.08,40.19,31.15,8.71,1.34,0.14,0.33,4.26,6.75,0.62,0.33,0.29,0,25.5,0.33,1.82,88.82,14.71,0.59,40,0,2.94,10,16.47,1.18,0.59,1.18,-0.59,-0.85,1.53,0.82,0.71,0.28,55.17,3.92,21.29,20.19,14.78,1.1,55.17,2.63,0.91,1.48,26.56,2.44,1.58,0.24,1.48,0.81,25.45,3.21,4.42,0.05,1.2,0.33,0,0.01,0.1,0,0,0.06,0.06,0,-0.01,-0.01,21.2,0.96,90.05,0.05,0,0.05,0.05,0,0,0.33,0,0.06,0.06,0.07,0.13,2.44,1.58,3.21,0,0.01,Right-Back
192,Nedim Bajrami,ALB,"MF,FW",Empoli,Serie A,24,1999,10.4,0.77,0.38,0.29,0.29,0.19,0.38,0.58,0.19,0.48,0,0.48,0.67,1.44,0.38,0,1.15,0,0.77,0.38,0.29,0.29,0.19,0.38,0.58,0.19,0.48,0,0.48,0.67,1.44,0.38,0,1.25,66.7,3.75,2.6,0.77,0.19,0.1,0.1,0,0.38,0.19,0,0.1,0,0.1,0,0.1,0,0,0.58,0.58,0.29,3.37,0.67,0.38,0,0,0,4.71,0.19,0.67,22.2,25,33.46,14.33,17.5,7.6,9.23,1.92,4.13,0.1,0.12,0.07,-0.02,1.44,1.83,0.58,0,2.79,5.58,2.88,0.05,33.46,29.33,4.13,0.87,0,0.38,3.37,0.77,1.73,0.96,0.48,0,25,0,0.77,89.54,4.94,0.92,7.59,0.23,1.15,2.87,0.23,0.18,1.15,0.69,0.46,0.03,1.59,1.02,0.56,0.03,43.94,0.1,6.35,17.79,21.06,2.6,43.94,2.98,1.06,1.73,25.67,2.12,2.02,0.96,2.31,1.63,29.23,4.52,4.82,0.1,2.02,0.67,0,0.01,0.58,0,0,0.12,0.12,0.01,-0.02,-0.02,24.1,0.77,90.38,0.1,0.1,0.19,0.1,0,0,0.1,0,0.12,0.12,0.12,0.23,2.12,2.79,4.52,0.02,0.02,Attacking Midfield
1367,Neeskens Kebano,COD,FW,Fulham,Premier League,31,1992,8.5,2,1.06,0.94,0.71,0.35,1.06,2,0.94,1.65,0,1.65,0.12,2.12,0.94,0,1.77,0,2,1.06,0.94,0.71,0.35,1.06,2,0.94,1.65,0,1.65,0.12,2.12,0.94,0,1.99,52.9,2.82,1.88,0.24,0,0.24,0.35,0.12,0.59,0.47,0,0,0.12,0,0,0,0,0,0.94,1.88,0.24,2.82,0.12,1.06,0,0,0,5.53,0.24,1.41,14.3,18.24,24.94,10.94,12.47,5.06,6.82,0.71,1.53,0.35,0.18,0.11,0.18,1.53,0.24,1.06,0.35,2.82,7.73,4.19,0.07,24.94,24.24,0.71,0.24,0,0.12,2.82,0,0.47,0,0.12,0,18.24,0,1.88,89.97,2.81,1.06,2.81,0.76,0,0,0,0.07,2.01,0.83,1.19,0.04,1.96,0.98,0.97,0.02,37.76,1.18,5.65,10.82,22.12,3.53,37.76,3.29,1.06,1.65,23.41,4.59,1.65,1.29,1.88,1.41,25.41,8,12.16,0,1.06,0.24,0,0,0,0,0,0.06,0.06,0.01,-0.06,-0.06,15.2,1.06,89.88,0,0.35,0.35,0,0,0,0,0,0.06,0.06,0.18,0.24,4.59,2.82,8,0.04,0.03,Left Winger
2095,Nehuén Pérez,ARG,DF,Udinese,Serie A,22,2000,31.3,2.46,1.28,1.73,0.64,0.1,1.25,1.76,0.51,1.69,0.73,0.96,1.12,3.58,3.39,0.03,2.81,0.73,2.46,1.28,1.73,0.64,0.1,1.25,1.76,0.51,1.69,0.73,0.96,1.12,3.58,3.39,0.03,3.24,70.9,0.89,0.77,0.06,0,0.03,0,0.03,0.03,0.03,0,0,0,0,0,0.22,0.03,0,0.93,0.35,0,0.58,1.12,1.28,0,0,0.03,4.66,1.12,0.7,61.4,49.14,57.73,17.8,19.11,23.32,25.88,7.16,11.25,0,0.02,0.02,-0.02,0.32,3.42,0.26,0.1,3.23,3.29,0.33,0.06,57.73,51.79,5.88,1.82,0,2.01,0.58,3.83,0,0,0,0,49.14,0.06,0.42,89.87,2.57,1.07,2.67,0.46,0.07,0.62,0.1,0.03,0.85,1.3,-0.46,-0.03,0.88,1.19,-0.31,-0.01,68.24,7.92,33.58,30.26,4.89,0.67,68.24,0.35,0.16,0.19,38.88,0.73,0.77,0.03,0.48,0.29,44.06,0.83,1.07,0.06,0.51,0.26,0,0.01,0,0,0,0.03,0.03,0,0.03,0.03,18.9,1.05,90.06,0.06,0,0.06,0.06,0,0,0.22,0.03,0.03,0.03,0.02,0.05,0.73,3.23,0.83,0,0,Centre-Back
2786,Nelson Weiper,GER,"FW,DF",Mainz 05,Bundesliga,18,2005,1.1,1.82,0,0,0,1.82,0.91,2.73,1.82,1.82,0,1.82,0,1.82,0.91,0,1.82,0,1.82,0,0,0,1.82,0.91,2.73,1.82,1.82,0,1.82,0,1.82,0.91,0,1.36,33.3,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,1.82,2.73,1.82,0,0,0,0,0,4.55,6.36,6.36,50,24.55,36.36,15.45,19.09,7.27,11.82,0,0,0,0.09,0.09,-0.09,1.82,0,0.91,0.91,0.91,1.85,3.71,0.05,36.36,34.55,1.82,0,0,0,1.82,0,0,0,0,0,24.55,0,2.73,90.11,2.65,0.95,3.26,0.57,0.34,0.91,0,0.08,2.05,1.02,1.02,0,2.15,1.01,1.14,0.02,55.45,0.91,3.64,12.73,40,10.91,55.45,6.36,0,4.55,30,4.55,2.73,1.82,1.82,0.91,40.91,17.27,8.21,1.82,4.55,3.64,0.36,0.45,0,0,0,1.55,1.55,0.3,0.27,0.27,7.3,0,90,1.82,0,1.82,1.82,0,0,0,0,1.55,1.55,0.09,1.64,4.55,0.91,17.27,1.65,1.5,Centre-Forward
1093,Nemanja Gudelj,SRB,"DF,MF",Sevilla,La Liga,31,1991,30.9,1.39,1.07,0.71,0.58,0.1,0.65,1.07,0.42,1.26,0.94,0.32,1.1,2.49,3.3,0.03,2.36,0.94,1.39,1.07,0.71,0.58,0.1,0.65,1.07,0.42,1.26,0.94,0.32,1.1,2.49,3.3,0.03,2.84,60.6,0.97,0.81,0.03,0,0.1,0.03,0,0.1,0.06,0,0,0.03,0,0,0.26,0,0,0.84,0.68,0.03,0.1,1.1,1.07,0,0,0,3.85,1.52,0.74,67.1,46.76,51.84,19.19,20.68,23.85,25.28,2.85,4.34,0.03,0.01,0.02,0.02,0.16,3.66,0.19,0.06,3.56,3.81,0.17,0.12,51.84,49.42,2.27,1.84,0.03,0.29,0.1,0.19,0,0,0,0,46.76,0.16,0.13,89.29,11.19,0.95,16.19,0.48,0.95,6.19,1.19,0.3,1.19,1.67,-0.48,0.08,0.81,2.19,-1.4,-0.19,61.84,6.67,27.09,29.45,5.47,0.58,61.84,0.16,0.1,0.06,35.7,0.94,1.2,0,0.45,0.06,41.36,0.19,1.52,0.1,1.23,0.29,0,0.01,0.1,0,0,0.06,0.06,0,0.04,0.04,25.8,1,89.94,0.1,0.03,0.13,0.1,0,0,0.26,0,0.06,0.06,0.01,0.07,0.94,3.56,0.19,0,0,Defensive Midfield
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,28,1995,22.8,1.8,1.32,0.75,0.79,0.26,0.83,1.4,0.57,1.58,0.61,0.96,1.49,3.29,1.18,0,3.07,0.61,1.8,1.32,0.75,0.79,0.26,0.83,1.4,0.57,1.58,0.61,0.96,1.49,3.29,1.18,0,1.82,59.4,1.32,1.1,0,0,0.13,0.04,0.04,0.04,0.04,0,0,0,0,0,0.13,0,0,1.1,0.35,0,0.39,1.49,1.32,0,0,0,4.08,1.97,1.32,60,19.25,24.69,9.91,12.15,7.41,8.95,0.88,1.84,0,0.03,0.04,-0.03,0.44,1.23,0.31,0.13,1.84,4.78,1.14,0.09,24.69,23.29,1.4,0.53,0,0,0.39,0,0.04,0,0,0,19.25,0,0.44,89.9,7.5,0.96,8.65,0.96,0.19,1.73,0.58,0.15,1.15,0.87,0.29,-0.01,1.09,1.39,-0.31,-0.02,34.82,1.93,8.29,19.17,7.63,1.54,34.82,0.39,0.13,0.26,13.16,0.57,0.53,0.18,0.75,0.31,15.18,1.27,1.64,0,0.79,0.31,0,0,0,0,0,0.08,0.08,0,-0.08,-0.08,14.2,1.14,90.04,0,0,0,0,0,0,0.13,0,0.08,0.08,0.03,0.1,0.57,1.84,1.27,0,0,Central Midfield
1701,Nemanja Matić,SRB,MF,Roma,Serie A,34,1988,20.6,2.28,1.31,1.17,0.92,0.19,0.92,1.6,0.68,1.31,0.34,0.97,1.21,3.5,1.02,0.05,2.52,0.34,2.28,1.31,1.17,0.92,0.19,0.92,1.6,0.68,1.31,0.34,0.97,1.21,3.5,1.02,0.05,3.17,57.6,2.52,2.23,0.05,0.15,0.1,0,0,0.34,0.24,0,0.05,0.05,0,0,0.24,0,0,0.92,0.83,0.05,0.58,1.21,1.31,0,0,0,8.3,0.92,0.68,57.6,53.83,62.86,23.79,25.83,22.04,24.76,6.02,8.69,0.1,0.13,0.09,-0.03,1.17,6.6,0.78,0.15,6.5,6.04,1.09,0.08,62.86,59.66,2.86,2.72,0.1,0.78,0.58,0.1,0.05,0,0,0,53.83,0.34,0.92,89.82,5.27,1.07,6.61,0.36,0.45,2.14,1.43,0.16,1.07,0.62,0.45,-0.01,1.16,1.1,0.06,-0.05,71.6,2.48,15.73,45.73,11.21,1.21,71.6,1.6,1.17,0.24,44.32,2.43,2.14,0.34,1.07,0.92,48.83,0.83,3.39,0.1,0.53,0.19,0.01,0.02,0,0,0,0.05,0.05,0,0.05,0.05,16.3,0.78,89.81,0.1,0.1,0.19,0.1,0,0,0.24,0,0.05,0.05,0.13,0.17,2.43,6.5,0.83,0.01,0.01,Defensive Midfield
2177,Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,27,1996,16.2,0.12,0.06,0.12,0,0,0,0.25,0.25,0.19,0,0.19,0.12,0.25,0.25,0,0.31,0,0.12,0.06,0.12,0,0,0,0.25,0.25,0.19,0,0.19,0.12,0.25,0.25,0,0.29,0,3.02,1.73,0.25,0.86,0.12,0.06,0,0.37,0.31,0,0.06,0,0,0,0.06,0,0,1.05,1.05,0.74,4.69,0.12,0.06,0,0,0,3.89,0.43,0.86,33.3,18.4,29.2,11.17,14.26,4.75,7.65,1.54,3.83,0.12,0.1,0.15,0.02,1.11,1.23,1.17,0.49,2.59,7.04,3.02,0.14,29.2,27.16,1.79,0.06,0.12,0.31,4.69,0.19,1.54,1.05,0.31,0,18.4,0.25,1.42,89.94,2.5,1.01,2.59,0.74,0.06,1.1,0.03,0.06,1.61,0.8,0.8,0,1.31,1.14,0.17,-0.02,44.07,0.12,2.9,14.57,27.41,5.56,44.07,7.41,3.09,3.7,32.1,5.31,2.96,3.21,3.27,2.1,35.06,10.06,12.05,0.12,3.21,1.05,0,0.01,0,0,0,0.31,0.31,0.01,-0.19,-0.19,17.5,0.99,90.19,0.12,0.12,0.25,0.12,0,0,0.06,0,0.31,0.31,0.1,0.41,5.31,2.59,10.06,0.02,0.03,Left Winger
1906,Neto,BRA,GK,Bournemouth,Premier League,33,1989,26.5,0.11,0.04,0.11,0,0,0.11,0.11,0,0,0,0,0,0.11,0.38,0.11,0,0,0.11,0.04,0.11,0,0,0.11,0.11,0,0,0,0,0,0.11,0.38,0.11,0.06,100,0.08,0.08,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0.04,0,0,0,0.79,0.15,0.11,57.1,19.66,31.43,4.11,4.19,7.32,7.58,7.96,19.36,0,0,0,0,0,0.53,0.08,0,0,0,0,,31.43,19.36,12.04,3.32,0,0.04,0,0,0,0,0,0,19.66,0.04,0,,,,,,,,inf,,,,,,,,,,33.77,28.98,33.58,0.23,0,0,33.77,0.04,0.04,0,16.83,0,0,0,0.04,0,10.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,90,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,Goalkeeper
