,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),npxG_p90 (possession_p90),npxG/Sh_p90 (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
1005,1005,1006.0,Papu Gómez,ARG,"MF,FW",Sevilla,La Liga,34.0,1988.0,17.0,0.94,0.82,0.47,0.35,0.12,0.47,1.24,0.76,9.71,2.71,2.18,4.18,3.35,0.88,0.0,0.0,0.88,0.82,1.76,0.53,0.0,2.55,2.53,1.76,0.24,0.24,0.06,0.18,0.06,0.41,0.24,0.0,0.06,0.06,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.0,0.0,1.24,2.29,0.06,1.76,0.82,0.82,0.0,0.0,0.0,5.88,0.59,1.47,41.18,48.41,754.65,161.12,19.53,21.12,14.76,16.76,5.65,8.47,0.06,0.07,-0.01,0.88,3.47,1.06,0.29,3.76,48.41,46.12,2.29,0.82,0.12,7.24,2.47,1.76,0.82,0.0,0.71,0.0,35.06,5.12,8.24,6.71,38.65,1.53,0.65,0.41,41.18,0.18,1.12,1.24,0.65,,,,,,,,inf,,,,,,,,,,59.65,1.06,10.76,32.12,23.35,2.53,57.71,1.41,2.71,1.53,0.12,48.24,328.06,185.06,9.29,3.47,0.59,1.82,1.65,54.65,48.0,3.12,222.0,13.05,0.88,3.47,1.06,3.76,0.07,4.57,0.29,1.76,0.59,0.13,0.0,9.71,2.71,28.6,38.1,2.55,0.29,1.76,0.59,0.01,0.03,1.24,0.0,0.0,0.0,0.14,0.13,0.0,0.15,0.16,Second Striker
1054,1054,1055.0,Pascal Groß,GER,"MF,DF",Brighton,Premier League,30.0,1991.0,19.6,1.53,1.02,0.92,0.46,0.15,0.61,1.53,0.92,16.63,5.05,5.66,6.12,4.85,1.73,0.36,0.0,1.38,0.71,2.24,1.12,0.0,2.86,3.93,2.09,1.68,0.0,0.15,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,0.0,0.87,0.46,0.2,2.86,0.71,1.02,0.0,0.0,0.0,8.57,0.87,1.48,44.64,59.44,890.51,258.88,18.21,20.66,18.16,21.99,7.7,14.54,0.15,0.2,-0.05,2.6,3.72,1.43,0.61,4.49,59.44,50.87,8.57,2.14,0.05,7.45,4.08,2.86,4.64,1.84,2.45,0.15,37.45,7.5,14.49,9.74,45.66,1.33,1.73,0.2,44.64,0.31,0.97,1.48,1.99,,,,,,,,inf,,,,,,,,,,67.96,2.3,11.89,30.56,28.78,2.19,59.44,0.31,0.61,0.36,0.05,40.71,188.67,82.65,4.23,1.63,0.2,1.02,1.02,51.73,44.59,3.83,171.0,8.72,2.6,3.72,1.43,4.49,0.2,5.03,0.0,0.87,0.15,0.07,0.0,16.63,5.05,37.0,40.0,2.86,0.0,0.87,0.15,0.0,0.0,0.92,0.05,0.0,0.05,0.11,0.07,0.0,-0.11,-0.07,Central Midfield
2507,2507,2508.0,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26.0,1996.0,10.0,2.4,1.7,1.5,0.5,0.4,1.4,3.2,1.8,13.4,5.2,7.0,4.9,1.5,2.3,0.2,0.0,2.1,2.3,4.7,2.1,0.0,5.1,1.6,1.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,1.2,0.4,0.0,1.0,2.3,1.7,0.0,0.0,0.0,9.7,1.4,1.4,55.2,68.1,1304.7,468.8,15.6,17.1,25.1,28.4,13.9,20.5,0.0,0.02,-0.02,0.7,4.5,0.9,0.3,5.3,68.1,56.0,12.1,2.1,0.1,7.9,4.8,1.0,0.4,0.1,0.3,0.0,36.2,12.1,19.8,4.2,49.5,3.3,9.6,0.2,55.2,0.0,1.2,1.4,1.4,90.06,3.35,1.06,4.41,0.19,0.62,1.49,0.25,0.08,1.06,1.3,-0.25,0.02,1.22,1.59,-0.37,0.01,77.6,4.5,30.8,40.6,11.4,0.6,65.9,0.4,0.9,0.5,0.0,43.3,216.8,133.5,3.4,0.6,0.1,0.3,0.2,46.9,45.7,0.7,87.0,8.7,0.7,4.5,0.9,5.3,0.02,4.8,0.0,0.7,0.3,0.03,0.0,13.4,5.2,50.0,43.8,5.1,0.0,0.7,0.3,0.0,0.0,2.49,0.1,0.0,0.0,0.03,0.03,0.0,-0.03,-0.03,Centre-Back
2522,2522,2523.0,Pascal Struijk,NED,"DF,MF",Leeds United,Premier League,22.0,1999.0,20.8,2.98,1.54,1.83,0.96,0.19,1.2,2.16,0.96,16.35,6.15,8.27,6.83,1.25,2.5,1.25,0.0,1.25,2.84,5.82,3.75,0.14,7.05,0.82,0.53,0.0,0.0,0.1,0.05,0.14,0.1,0.0,0.0,0.0,0.05,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.05,0.0,1.11,0.43,0.05,0.0,2.84,1.54,0.0,0.0,0.0,10.24,2.16,1.68,47.64,54.42,1013.65,272.36,13.89,15.24,25.87,27.64,7.55,10.48,0.0,0.01,-0.01,0.24,2.64,0.1,0.0,3.12,54.42,52.16,2.26,1.35,0.0,6.35,1.54,0.0,0.0,0.0,0.0,0.0,41.35,5.82,7.26,40.58,8.99,2.45,0.91,0.14,47.64,0.14,0.77,1.39,0.72,89.15,8.94,1.06,12.55,0.0,1.06,5.11,2.34,0.08,0.43,2.34,-1.91,-0.42,0.66,1.21,-0.55,0.02,67.45,9.42,38.12,28.51,4.28,0.67,65.24,0.19,0.24,0.19,0.0,38.41,199.62,104.09,1.54,0.19,0.0,0.24,0.53,42.64,41.01,0.38,97.0,4.66,0.24,2.64,0.1,3.12,0.01,3.27,0.0,0.48,0.1,0.05,0.01,16.35,6.15,56.3,55.6,7.05,0.0,0.48,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,Centre-Back
1686,1686,1687.0,Pasquale Mazzocchi,ITA,DF,Venezia,Serie A,26.0,1995.0,13.8,1.23,0.87,0.94,0.07,0.22,0.51,1.59,1.09,13.99,4.2,6.09,5.72,2.17,1.96,0.58,0.0,1.38,2.97,4.2,2.54,0.0,2.59,0.72,0.65,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.0,0.0,1.52,0.51,0.0,2.32,2.97,0.87,0.0,0.0,0.0,6.3,1.23,1.23,32.17,42.03,586.81,214.06,14.06,15.94,13.48,16.74,3.91,7.54,0.0,0.06,-0.06,0.43,1.67,0.58,0.14,2.1,42.03,33.19,8.84,0.51,0.0,4.2,0.8,2.32,0.0,0.0,0.0,0.0,23.48,9.06,9.49,2.75,29.49,0.94,8.33,0.14,32.17,0.14,0.58,1.96,1.45,89.94,3.61,0.95,5.32,0.7,0.63,1.01,0.44,0.16,2.41,1.08,1.33,0.01,1.8,1.13,0.67,-0.02,54.71,3.84,22.54,22.46,14.93,0.29,46.09,1.09,2.39,1.3,0.22,33.84,207.68,130.36,4.86,1.81,0.07,1.38,1.96,32.97,29.78,1.38,96.0,6.960000000000001,0.43,1.67,0.58,2.1,0.06,3.26,0.0,0.43,0.0,0.04,0.01,13.99,4.2,50.0,31.8,2.59,0.0,0.43,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.04,0.04,0.01,-0.04,-0.04,Right-Back
527,527,528.0,Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,28.0,1994.0,10.5,2.86,1.62,1.24,1.33,0.29,1.05,2.38,1.33,16.86,5.24,7.62,8.38,0.86,2.38,0.76,0.0,1.62,2.76,5.62,3.62,0.0,5.62,2.0,1.14,0.0,0.1,0.29,0.19,0.29,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.0,0.0,1.52,1.24,0.1,0.0,2.76,1.62,0.0,0.1,0.1,13.14,3.14,2.1,35.62,43.05,737.71,191.9,14.38,16.48,13.05,14.57,7.33,10.29,0.1,0.04,0.06,0.29,4.1,0.19,0.0,3.71,43.05,42.1,0.95,0.67,0.1,10.48,2.19,0.0,0.1,0.0,0.1,0.0,29.43,5.62,8.0,4.0,34.38,2.19,0.19,0.48,35.62,0.1,0.67,1.81,0.67,89.88,2.66,0.98,3.48,0.74,0.41,0.61,0.0,0.07,1.56,0.9,0.66,0.02,1.5,1.09,0.41,-0.01,57.43,4.57,17.05,36.19,7.33,0.57,56.67,0.86,1.14,0.86,0.0,31.81,164.19,72.38,2.95,1.14,0.0,0.48,0.76,32.1,30.19,0.95,70.0,6.66,0.29,4.1,0.19,3.71,0.04,5.21,0.1,1.71,0.38,0.12,0.01,16.86,5.24,60.0,44.0,5.62,0.1,1.71,0.38,0.01,0.02,2.41,0.19,0.0,0.0,0.12,0.12,0.01,-0.03,-0.03,Central Midfield
2015,2015,2016.0,Patric,ESP,DF,Lazio,Serie A,29.0,1993.0,16.3,1.29,0.67,0.86,0.37,0.06,0.55,1.23,0.67,8.04,2.76,4.6,3.25,0.18,1.9,0.74,0.0,1.17,1.23,2.52,3.13,0.06,3.14,0.61,0.55,0.0,0.0,0.06,0.0,0.0,0.12,0.06,0.0,0.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.06,0.06,1.41,0.55,0.0,0.25,1.23,0.67,0.0,0.0,0.06,7.3,0.98,1.9,71.9,76.81,1541.47,400.18,23.19,24.29,32.39,33.5,15.34,17.91,0.06,0.04,0.02,0.31,2.27,0.12,0.0,2.27,76.81,74.42,2.39,1.72,0.0,6.44,3.25,0.25,0.0,0.0,0.0,0.0,65.46,4.54,6.81,10.25,63.25,2.09,0.61,0.12,71.9,0.0,0.49,0.55,0.25,90.0,12.86,1.0,12.86,1.0,0.0,0.0,2.29,0.12,1.0,1.71,-0.71,-0.05,1.13,1.66,-0.53,-0.06,84.42,13.01,44.66,42.27,2.33,0.67,82.09,0.12,0.12,0.12,0.0,60.67,290.31,144.72,1.47,0.06,0.0,0.55,0.0,67.18,66.63,0.31,61.0,3.74,0.31,2.27,0.12,2.27,0.04,1.58,0.0,0.25,0.06,0.02,0.0,8.04,2.76,34.0,45.0,3.14,0.0,0.25,0.06,0.0,0.0,0.53,0.0,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,Centre-Back
186,186,187.0,Patrick Bamford,ENG,FW,Leeds United,Premier League,28.0,1993.0,6.2,0.48,0.32,0.16,0.32,0.0,0.16,0.65,0.48,17.9,6.13,0.65,7.58,9.68,0.97,0.48,0.0,0.48,0.48,0.97,1.29,0.0,1.18,1.94,1.45,0.0,0.16,0.0,0.16,0.16,0.48,0.32,0.0,0.16,0.0,0.0,0.0,1.67,0.33,0.0,0.17,0.17,1.5,0.05,0.0,6.17,13.17,28.0,2.0,6.13,6.33,6.27,8.17,0.33,0.67,2.17,1.0,90.0,1.67,3.5,2.33,0.67,0.17,0.17,0.17,0.5,0.33,0.17,0.0,0.32,0.0,0.0,1.13,1.29,0.81,0.65,0.48,0.32,0.0,0.0,0.0,3.06,0.81,2.42,13.71,16.61,217.58,34.03,7.74,8.55,4.19,5.0,1.45,2.1,0.32,0.16,0.16,0.97,0.97,0.81,0.32,1.13,16.61,14.03,2.58,0.0,0.16,3.06,0.65,0.65,0.0,0.0,0.0,0.0,12.26,2.9,1.45,11.94,2.9,1.29,0.16,0.16,13.71,0.0,0.65,0.16,0.65,89.63,5.23,0.92,7.89,0.73,0.64,1.56,0.18,0.15,1.93,1.01,0.92,0.04,1.9,1.41,0.49,-0.0,28.23,1.77,3.71,12.9,13.39,5.81,25.65,0.65,1.29,0.81,0.0,16.77,74.52,33.87,1.94,0.32,0.48,2.9,0.97,41.77,18.55,5.97,19.0,3.07,0.97,0.97,0.81,1.13,0.16,4.12,0.32,3.23,0.81,0.63,0.03,17.9,6.13,25.0,25.0,1.18,0.32,3.23,0.81,0.02,0.06,2.19,0.0,0.0,0.0,0.63,0.63,0.03,-0.31,-0.31,Centre-Forward
284,284,285.0,Patrick Berg,NOR,MF,Lens,Ligue 1,24.0,1997.0,3.3,3.94,2.12,1.52,2.42,0.0,1.52,3.33,1.82,25.15,8.18,9.39,13.64,2.12,1.82,0.3,0.0,1.52,2.42,6.36,2.12,0.0,6.55,1.21,1.21,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.52,0.3,0.0,0.61,2.42,2.12,0.0,0.0,0.0,11.52,1.21,0.91,50.91,60.91,913.33,172.12,23.94,25.76,21.82,26.06,4.85,7.88,0.0,0.0,0.0,0.3,3.03,0.0,0.0,3.33,60.91,60.3,0.61,0.61,0.0,8.48,2.42,0.61,0.0,0.0,0.0,0.0,44.85,6.06,10.0,7.27,51.82,0.91,0.0,0.0,50.91,0.0,1.21,1.21,0.61,89.84,3.09,1.11,3.25,0.53,0.08,1.11,0.04,0.1,2.14,0.7,1.44,0.02,1.86,1.04,0.82,-0.02,70.91,4.55,16.97,48.79,8.18,0.61,70.3,0.3,0.61,0.3,0.0,44.55,187.58,86.67,4.24,0.61,0.0,0.3,0.0,48.79,46.67,0.3,25.0,7.57,0.3,3.03,0.0,3.33,0.0,3.27,0.0,0.0,0.0,0.0,0.0,25.15,8.18,57.1,45.5,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield
601,601,602.0,Patrick Cutrone,ITA,FW,Empoli,Serie A,24.0,1998.0,13.9,0.5,0.43,0.14,0.14,0.22,0.14,0.36,0.22,14.6,3.09,1.37,6.12,7.12,0.58,0.07,0.0,0.5,0.58,1.08,0.22,0.0,0.98,1.51,1.15,0.0,0.07,0.0,0.07,0.22,0.22,0.14,0.0,0.0,0.0,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.0,0.0,0.94,1.22,1.29,1.37,0.58,0.43,0.07,0.0,0.0,3.31,0.72,2.52,11.44,16.83,184.96,35.68,6.26,8.06,3.81,5.32,1.08,1.94,0.0,0.06,-0.06,0.65,0.5,0.5,0.07,1.15,16.83,15.11,1.73,0.07,0.0,4.32,0.43,1.37,0.0,0.0,0.0,0.0,11.8,2.66,2.37,2.88,12.52,0.5,0.22,0.36,11.44,0.07,0.29,0.79,1.29,90.19,4.09,1.01,5.03,0.5,0.38,1.57,0.19,0.16,2.33,0.82,1.51,0.03,2.14,1.03,1.13,0.04,27.48,0.43,1.44,10.0,17.55,6.4,25.83,0.65,1.73,0.72,0.0,18.92,104.96,44.75,2.88,0.36,0.79,2.45,0.94,38.49,19.71,8.49,56.0,4.029999999999999,0.65,0.5,0.5,1.15,0.06,5.03,0.14,3.31,0.94,0.27,0.01,14.6,3.09,22.2,40.0,0.98,0.14,3.31,0.94,0.0,0.01,1.11,0.0,0.0,0.0,0.27,0.27,0.01,-0.12,-0.12,Centre-Forward
1158,1158,1159.0,Patrick Herrmann,GER,"DF,FW",M'Gladbach,Bundesliga,31.0,1991.0,8.1,1.98,0.74,0.62,0.86,0.49,1.11,2.96,1.85,15.68,5.19,3.95,6.79,4.94,1.48,0.12,0.0,1.36,0.99,2.96,0.99,0.0,3.7,3.46,2.1,1.11,0.12,0.12,0.0,0.0,0.74,0.62,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.0,0.0,0.99,1.36,0.49,3.83,0.99,0.74,0.0,0.0,0.0,7.28,0.37,0.86,31.98,45.06,601.85,217.16,16.17,20.0,10.86,13.83,4.69,9.88,0.49,0.2,0.3,2.22,1.11,1.48,0.49,3.83,45.06,35.19,9.88,2.35,0.25,7.65,2.22,3.83,2.72,1.23,1.11,0.25,24.69,8.52,11.85,3.09,35.93,0.99,4.81,0.0,31.98,0.12,0.49,2.35,1.98,90.22,4.16,1.01,8.2,0.56,1.46,1.24,1.01,0.14,0.79,1.35,-0.56,-0.02,0.99,1.89,-0.9,-0.05,55.93,1.73,9.88,20.49,29.01,3.7,46.3,1.11,1.36,1.11,0.0,32.59,156.3,86.42,4.44,1.36,0.74,1.73,1.6,40.37,32.84,6.05,67.0,8.27,2.22,1.11,1.48,3.83,0.2,5.99,0.0,1.73,0.49,0.15,0.01,15.68,5.19,30.0,37.5,3.7,0.0,1.73,0.49,0.0,0.0,1.94,0.12,0.0,0.0,0.15,0.15,0.01,-0.15,-0.15,Right Winger
1969,1969,1970.0,Patrick Osterhage,GER,MF,Bochum,Bundesliga,22.0,2000.0,5.7,1.58,1.58,0.88,0.7,0.0,0.35,0.7,0.35,22.98,8.07,5.61,11.93,5.44,1.4,0.18,0.0,1.23,2.63,4.21,0.35,0.0,2.87,1.05,0.7,0.18,0.0,0.0,0.18,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,0.0,0.88,1.05,0.0,0.7,2.63,1.58,0.0,0.0,0.0,9.3,1.58,2.98,21.23,28.07,354.56,82.11,11.05,12.81,6.49,8.25,1.93,4.39,0.18,0.02,0.16,0.7,1.4,0.35,0.18,1.75,28.07,26.67,1.4,0.53,0.0,6.14,0.88,0.7,0.7,0.18,0.53,0.0,18.07,3.86,6.14,16.67,7.54,1.75,0.18,0.53,21.23,0.0,0.7,0.88,0.88,,,,,,,,inf,,,,,,,,,,38.42,1.93,8.6,19.12,12.28,1.58,37.02,0.7,1.4,0.7,0.0,23.86,108.25,43.68,2.11,0.88,0.7,1.05,2.11,24.04,19.3,3.16,22.0,3.86,0.7,1.4,0.35,1.75,0.02,4.12,0.0,0.7,0.18,0.05,0.01,22.98,8.07,34.6,50.0,2.87,0.0,0.7,0.18,0.0,0.0,3.77,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,Central Midfield
2226,2226,2227.0,Patrick Roberts,ENG,DF,Troyes,Ligue 1,25.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,30.0,360.0,65.0,15.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,25.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,90.14,3.62,1.11,3.82,0.29,0.1,1.06,0.1,0.12,2.03,0.97,1.06,-0.03,1.85,1.17,0.68,-0.01,40.0,0.0,5.0,15.0,20.0,5.0,40.0,0.0,0.0,0.0,0.0,40.0,110.0,70.0,5.0,0.0,0.0,0.0,5.0,30.0,30.0,0.0,2.0,10.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,5.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0,1.0,1.0,0.9,-1.0,-1.0,Right Winger
2784,2784,2785.0,Patrick Wimmer,AUT,"FW,MF",Arminia,Bundesliga,20.0,2001.0,21.3,2.35,1.64,0.61,1.13,0.61,0.42,1.88,1.46,23.15,6.53,3.94,11.13,8.08,1.69,0.09,0.0,1.6,1.83,4.18,0.8,0.0,2.23,3.62,1.69,0.75,0.42,0.33,0.19,0.23,0.42,0.28,0.05,0.0,0.05,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.0,0.0,2.35,1.69,0.23,0.99,1.83,1.64,0.05,0.05,0.0,10.23,1.74,2.68,18.64,32.86,345.35,145.92,8.17,12.25,7.14,11.41,2.82,6.34,0.28,0.19,0.09,1.88,2.35,0.89,0.14,3.24,32.86,26.85,6.01,1.5,0.23,6.81,1.17,0.99,2.86,1.22,1.03,0.05,18.31,6.53,8.03,6.1,21.64,2.02,1.17,0.52,18.64,0.28,1.03,2.07,2.54,89.84,3.57,1.04,4.29,0.27,0.33,1.37,0.05,0.05,0.99,1.32,-0.33,0.01,1.08,1.48,-0.4,-0.02,51.13,0.75,8.26,24.18,22.86,3.38,45.21,3.29,6.24,3.62,0.7,32.02,168.97,107.28,4.65,1.03,0.94,2.72,3.24,36.53,27.32,4.27,168.0,7.8900000000000015,1.88,2.35,0.89,3.24,0.19,8.69,0.14,2.58,0.66,0.16,0.0,23.15,6.53,39.4,22.5,2.23,0.14,2.58,0.66,0.0,0.01,0.9,0.14,0.0,0.0,0.16,0.16,0.0,-0.02,-0.02,Left Winger
